trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.5, 'e': 0.995}",20,0,-83.84585166656447,"{0: 11, 1: 1, 2: 7, 3: 1, 4: 0}",0
2,False,"{'a': 0.5, 'e': 0.990025}",25,0,-169.07906673123836,"{0: 15, 1: 4, 2: 2, 3: 1, 4: 3}",0
3,False,"{'a': 0.5, 'e': 0.985074875}",30,0,-123.26883775635861,"{0: 18, 1: 4, 2: 5, 3: 2, 4: 1}",0
4,False,"{'a': 0.5, 'e': 0.980149500625}",20,0,-107.6165868853987,"{0: 11, 1: 3, 2: 4, 3: 1, 4: 1}",0
5,False,"{'a': 0.5, 'e': 0.975248753121875}",20,0,-110.35533674747849,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 2}",0
6,False,"{'a': 0.5, 'e': 0.9703725093562656}",25,0,-188.19552796390263,"{0: 15, 1: 2, 2: 3, 3: 2, 4: 3}",0
7,False,"{'a': 0.5, 'e': 0.9655206468094842}",20,0,-57.442924453770324,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
8,False,"{'a': 0.5, 'e': 0.9606930435754368}",30,0,-205.56387382048612,"{0: 15, 1: 4, 2: 8, 3: 0, 4: 3}",0
9,False,"{'a': 0.5, 'e': 0.9558895783575596}",35,0,-269.0129163126691,"{0: 19, 1: 4, 2: 7, 3: 0, 4: 5}",0
10,False,"{'a': 0.5, 'e': 0.9511101304657719}",20,0,-77.65604352112479,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
11,False,"{'a': 0.5, 'e': 0.946354579813443}",25,0,-102.7775408543694,"{0: 15, 1: 2, 2: 6, 3: 1, 4: 1}",0
12,False,"{'a': 0.5, 'e': 0.9416228069143757}",20,0,-196.18118939306373,"{0: 11, 1: 1, 2: 4, 3: 0, 4: 4}",0
13,False,"{'a': 0.5, 'e': 0.9369146928798039}",30,0,-213.05833278143956,"{0: 16, 1: 4, 2: 5, 3: 2, 4: 3}",0
14,False,"{'a': 0.5, 'e': 0.9322301194154049}",20,0,-20.005114895846443,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
15,False,"{'a': 0.5, 'e': 0.9275689688183278}",25,0,-75.2354680325893,"{0: 20, 1: 2, 2: 1, 3: 0, 4: 2}",0
16,False,"{'a': 0.5, 'e': 0.9229311239742362}",25,0,-149.29949051875818,"{0: 14, 1: 3, 2: 5, 3: 1, 4: 2}",0
17,False,"{'a': 0.5, 'e': 0.918316468354365}",20,0,-60.50066862072061,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",1
18,False,"{'a': 0.5, 'e': 0.9137248860125932}",20,0,-103.23367381615586,"{0: 12, 1: 2, 2: 3, 3: 2, 4: 1}",0
19,False,"{'a': 0.5, 'e': 0.9091562615825302}",25,0,-59.23831595735568,"{0: 16, 1: 3, 2: 5, 3: 1, 4: 0}",0
20,False,"{'a': 0.5, 'e': 0.9046104802746175}",30,0,-276.7955160293862,"{0: 16, 1: 1, 2: 6, 3: 3, 4: 4}",0
21,False,"{'a': 0.5, 'e': 0.9000874278732445}",20,0,-93.74875619741479,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",0
22,False,"{'a': 0.5, 'e': 0.8955869907338783}",30,0,-129.8979328839675,"{0: 20, 1: 2, 2: 5, 3: 1, 4: 2}",0
23,False,"{'a': 0.5, 'e': 0.8911090557802088}",20,0,-40.09639717525537,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
24,False,"{'a': 0.5, 'e': 0.8866535105013078}",25,0,-82.94948271219702,"{0: 18, 1: 3, 2: 1, 3: 2, 4: 1}",0
25,False,"{'a': 0.5, 'e': 0.8822202429488012}",20,0,-143.2544985271206,"{0: 11, 1: 3, 2: 2, 3: 2, 4: 2}",0
26,False,"{'a': 0.5, 'e': 0.8778091417340572}",20,0,-169.7395271202593,"{0: 9, 1: 1, 2: 6, 3: 2, 4: 2}",0
27,False,"{'a': 0.5, 'e': 0.873420096025387}",35,0,-150.98740280361744,"{0: 24, 1: 5, 2: 3, 3: 0, 4: 3}",0
28,False,"{'a': 0.5, 'e': 0.86905299554526}",25,0,-97.95352465617405,"{0: 15, 1: 3, 2: 4, 3: 3, 4: 0}",0
29,False,"{'a': 0.5, 'e': 0.8647077305675337}",30,0,-139.5386438346588,"{0: 19, 1: 3, 2: 5, 3: 1, 4: 2}",0
30,False,"{'a': 0.5, 'e': 0.8603841919146961}",20,0,-87.79285964909323,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
31,False,"{'a': 0.5, 'e': 0.8560822709551226}",25,0,-132.25333477094804,"{0: 15, 1: 2, 2: 6, 3: 0, 4: 2}",0
32,False,"{'a': 0.5, 'e': 0.8518018596003469}",25,0,-6.4167136224986,"{0: 22, 1: 1, 2: 1, 3: 1, 4: 0}",0
33,False,"{'a': 0.5, 'e': 0.8475428503023452}",20,0,-100.45915229396391,"{0: 11, 1: 3, 2: 4, 3: 1, 4: 1}",0
34,False,"{'a': 0.5, 'e': 0.8433051360508335}",20,1,-60.530150416651075,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 1}",1
35,False,"{'a': 0.5, 'e': 0.8390886103705792}",25,0,-135.9951433409692,"{0: 14, 1: 4, 2: 3, 3: 3, 4: 1}",0
36,False,"{'a': 0.5, 'e': 0.8348931673187264}",25,0,-78.75633365931742,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
37,False,"{'a': 0.5, 'e': 0.8307187014821328}",25,0,-120.2184956463195,"{0: 14, 1: 4, 2: 5, 3: 1, 4: 1}",0
38,False,"{'a': 0.5, 'e': 0.826565107974722}",20,0,-51.11254590316279,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
39,False,"{'a': 0.5, 'e': 0.8224322824348484}",30,9,-40.48562152098695,"{0: 14, 1: 1, 2: 6, 3: 0, 4: 0}",1
40,False,"{'a': 0.5, 'e': 0.8183201210226743}",30,0,-121.36755252379746,"{0: 21, 1: 2, 2: 5, 3: 0, 4: 2}",0
41,False,"{'a': 0.5, 'e': 0.8142285204175609}",20,12,-18.06984232736037,"{0: 6, 1: 1, 2: 0, 3: 1, 4: 0}",1
42,False,"{'a': 0.5, 'e': 0.810157377815473}",20,0,-79.79510780766134,"{0: 13, 1: 1, 2: 3, 3: 3, 4: 0}",0
43,False,"{'a': 0.5, 'e': 0.8061065909263957}",25,0,-189.94247638530297,"{0: 16, 1: 2, 2: 2, 3: 1, 4: 4}",0
44,False,"{'a': 0.5, 'e': 0.8020760579717637}",30,0,-117.4123785221195,"{0: 19, 1: 2, 2: 7, 3: 1, 4: 1}",0
45,False,"{'a': 0.5, 'e': 0.7980656776819048}",20,0,-179.87996502449175,"{0: 8, 1: 4, 2: 3, 3: 3, 4: 2}",0
46,False,"{'a': 0.5, 'e': 0.7940753492934953}",20,0,-125.24904977483047,"{0: 13, 1: 1, 2: 2, 3: 2, 4: 2}",0
47,False,"{'a': 0.5, 'e': 0.7901049725470278}",30,0,-145.84928343012518,"{0: 22, 1: 3, 2: 1, 3: 1, 4: 3}",0
48,False,"{'a': 0.5, 'e': 0.7861544476842928}",20,4,-54.04262324024206,"{0: 9, 1: 2, 2: 4, 3: 1, 4: 0}",1
49,False,"{'a': 0.5, 'e': 0.7822236754458712}",20,0,-109.6849904912774,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 2}",0
50,False,"{'a': 0.5, 'e': 0.7783125570686419}",20,0,-87.1702270872632,"{0: 14, 1: 1, 2: 2, 3: 2, 4: 1}",0
51,False,"{'a': 0.5, 'e': 0.7744209942832987}",20,0,-128.61773141106306,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 3}",0
52,False,"{'a': 0.5, 'e': 0.7705488893118821}",20,0,-151.74350797595326,"{0: 11, 1: 3, 2: 3, 3: 0, 4: 3}",0
53,False,"{'a': 0.5, 'e': 0.7666961448653228}",30,0,-91.6547187060724,"{0: 19, 1: 3, 2: 6, 3: 2, 4: 0}",0
54,False,"{'a': 0.5, 'e': 0.7628626641409961}",30,0,-196.07004994593322,"{0: 17, 1: 0, 2: 9, 3: 2, 4: 2}",0
55,False,"{'a': 0.5, 'e': 0.7590483508202912}",35,0,-42.18895846201216,"{0: 27, 1: 2, 2: 6, 3: 0, 4: 0}",0
56,False,"{'a': 0.5, 'e': 0.7552531090661897}",25,0,-106.62621061051541,"{0: 16, 1: 2, 2: 4, 3: 2, 4: 1}",0
57,False,"{'a': 0.5, 'e': 0.7514768435208588}",30,0,-54.718271784129165,"{0: 25, 1: 2, 2: 1, 3: 1, 4: 1}",0
58,False,"{'a': 0.5, 'e': 0.7477194593032545}",30,0,-130.44153847118412,"{0: 21, 1: 2, 2: 1, 3: 5, 4: 1}",0
59,False,"{'a': 0.5, 'e': 0.7439808620067382}",25,0,-105.4800007736151,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 2}",0
60,False,"{'a': 0.5, 'e': 0.7402609576967045}",20,8,-72.55261689266293,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 2}",1
61,False,"{'a': 0.5, 'e': 0.736559652908221}",25,0,-150.0221779785758,"{0: 15, 1: 2, 2: 4, 3: 2, 4: 2}",0
62,False,"{'a': 0.5, 'e': 0.7328768546436799}",30,0,-257.5093687199125,"{0: 15, 1: 4, 2: 4, 3: 3, 4: 4}",0
63,False,"{'a': 0.5, 'e': 0.7292124703704614}",20,0,-20.65733037040107,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
64,False,"{'a': 0.5, 'e': 0.7255664080186092}",25,0,-124.91927909344435,"{0: 17, 1: 1, 2: 2, 3: 4, 4: 1}",0
65,False,"{'a': 0.5, 'e': 0.7219385759785161}",20,4,-72.09172609684136,"{0: 10, 1: 1, 2: 4, 3: 0, 4: 1}",1
66,False,"{'a': 0.5, 'e': 0.7183288830986235}",25,0,-135.71595869774086,"{0: 15, 1: 3, 2: 5, 3: 0, 4: 2}",0
67,False,"{'a': 0.5, 'e': 0.7147372386831304}",30,0,-88.71738025644459,"{0: 22, 1: 1, 2: 5, 3: 1, 4: 1}",0
68,False,"{'a': 0.5, 'e': 0.7111635524897147}",30,0,-171.2156746965405,"{0: 16, 1: 3, 2: 8, 3: 1, 4: 2}",0
69,False,"{'a': 0.5, 'e': 0.7076077347272661}",20,0,-43.83121657348433,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
70,False,"{'a': 0.5, 'e': 0.7040696960536298}",20,3,-39.49741602548798,"{0: 12, 1: 1, 2: 3, 3: 1, 4: 0}",1
71,False,"{'a': 0.5, 'e': 0.7005493475733616}",30,8,-204.88443293437004,"{0: 11, 1: 2, 2: 5, 3: 0, 4: 4}",1
72,False,"{'a': 0.5, 'e': 0.6970466008354949}",20,0,-20.55864912836981,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
73,False,"{'a': 0.5, 'e': 0.6935613678313174}",20,14,10.792505994743482,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
74,False,"{'a': 0.5, 'e': 0.6900935609921608}",20,0,-118.16075911646065,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
75,False,"{'a': 0.5, 'e': 0.6866430931872}",20,1,-52.8126907063178,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 1}",1
76,False,"{'a': 0.5, 'e': 0.683209877721264}",20,0,-85.5533245455819,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
77,False,"{'a': 0.5, 'e': 0.6797938283326577}",25,0,-5.89065032630536,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
78,False,"{'a': 0.5, 'e': 0.6763948591909944}",35,11,-159.89307063663279,"{0: 16, 1: 0, 2: 4, 3: 1, 4: 3}",1
79,False,"{'a': 0.5, 'e': 0.6730128848950394}",20,0,-118.69426471754909,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 2}",0
80,False,"{'a': 0.5, 'e': 0.6696478204705641}",20,0,-74.97952731297086,"{0: 11, 1: 4, 2: 3, 3: 2, 4: 0}",0
81,False,"{'a': 0.5, 'e': 0.6662995813682113}",25,0,-52.52991671081779,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
82,False,"{'a': 0.5, 'e': 0.6629680834613703}",30,0,-52.53382338643236,"{0: 24, 1: 2, 2: 3, 3: 0, 4: 1}",0
83,False,"{'a': 0.5, 'e': 0.6596532430440635}",25,0,-24.281479187463727,"{0: 19, 1: 3, 2: 2, 3: 1, 4: 0}",0
84,False,"{'a': 0.5, 'e': 0.6563549768288431}",20,0,-48.47016568271653,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
85,False,"{'a': 0.5, 'e': 0.6530732019446989}",20,0,-33.426229237082964,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
86,False,"{'a': 0.5, 'e': 0.6498078359349754}",20,10,-45.38689701852394,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 1}",1
87,False,"{'a': 0.5, 'e': 0.6465587967553006}",25,0,-40.724207830445856,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
88,False,"{'a': 0.5, 'e': 0.6433260027715241}",25,0,-147.457143402839,"{0: 17, 1: 0, 2: 3, 3: 3, 4: 2}",0
89,False,"{'a': 0.5, 'e': 0.6401093727576664}",20,0,-81.30679014293517,"{0: 15, 1: 0, 2: 2, 3: 2, 4: 1}",0
90,False,"{'a': 0.5, 'e': 0.6369088258938781}",20,0,-78.5000465128598,"{0: 13, 1: 1, 2: 3, 3: 3, 4: 0}",0
91,False,"{'a': 0.5, 'e': 0.6337242817644086}",25,0,-51.29077757978449,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",1
92,False,"{'a': 0.5, 'e': 0.6305556603555866}",30,0,-93.15264618453064,"{0: 24, 1: 1, 2: 2, 3: 1, 4: 2}",0
93,False,"{'a': 0.5, 'e': 0.6274028820538087}",25,8,-36.04549465808873,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 1}",1
94,False,"{'a': 0.5, 'e': 0.6242658676435396}",20,0,-21.324997196112772,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
95,False,"{'a': 0.5, 'e': 0.6211445383053219}",25,0,-66.63862162167513,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
96,False,"{'a': 0.5, 'e': 0.6180388156137954}",20,9,-38.33508418309543,"{0: 7, 1: 0, 2: 3, 3: 1, 4: 0}",1
97,False,"{'a': 0.5, 'e': 0.6149486215357264}",20,0,-105.66385664726045,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
98,False,"{'a': 0.5, 'e': 0.6118738784280477}",20,11,14.814428643845572,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
99,False,"{'a': 0.5, 'e': 0.6088145090359075}",20,1,-36.61306997004527,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 1}",1
100,False,"{'a': 0.5, 'e': 0.6057704364907279}",20,0,-51.0107486626467,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
101,False,"{'a': 0.5, 'e': 0.6027415843082743}",25,12,10.709339909139292,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
102,False,"{'a': 0.5, 'e': 0.599727876386733}",25,16,2.503138461612571,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
103,False,"{'a': 0.5, 'e': 0.5967292370047993}",25,0,-3.4386813944496417,"{0: 22, 1: 1, 2: 1, 3: 1, 4: 0}",0
104,False,"{'a': 0.5, 'e': 0.5937455908197753}",25,0,-61.48959427436708,"{0: 17, 1: 2, 2: 5, 3: 1, 4: 0}",0
105,False,"{'a': 0.5, 'e': 0.5907768628656764}",20,0,-45.67108801703618,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
106,False,"{'a': 0.5, 'e': 0.587822978551348}",25,11,-47.92389123332214,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 1}",1
107,False,"{'a': 0.5, 'e': 0.5848838636585912}",20,8,-1.724395102121601,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
108,False,"{'a': 0.5, 'e': 0.5819594443402983}",25,12,-47.52530348014766,"{0: 9, 1: 1, 2: 0, 3: 3, 4: 0}",1
109,False,"{'a': 0.5, 'e': 0.5790496471185969}",20,7,-31.159318278614194,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
110,False,"{'a': 0.5, 'e': 0.5761543988830038}",25,0,-64.29551696242093,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
111,False,"{'a': 0.5, 'e': 0.5732736268885888}",25,7,-80.04435556678054,"{0: 11, 1: 1, 2: 4, 3: 1, 4: 1}",1
112,False,"{'a': 0.5, 'e': 0.5704072587541459}",25,0,-101.64490506089341,"{0: 16, 1: 1, 2: 6, 3: 1, 4: 1}",0
113,False,"{'a': 0.5, 'e': 0.5675552224603752}",20,0,-44.715904990459144,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
114,False,"{'a': 0.5, 'e': 0.5647174463480732}",20,0,-47.842874784564195,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
115,False,"{'a': 0.5, 'e': 0.5618938591163328}",20,3,8.113156205859202,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
116,False,"{'a': 0.5, 'e': 0.5590843898207511}",20,0,-24.335913781050692,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
117,False,"{'a': 0.5, 'e': 0.5562889678716475}",25,15,-27.161604761154784,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
118,False,"{'a': 0.5, 'e': 0.5535075230322892}",20,0,-50.430283427015695,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
119,False,"{'a': 0.5, 'e': 0.5507399854171278}",20,0,-62.7048228547137,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
120,False,"{'a': 0.5, 'e': 0.5479862854900421}",20,14,-0.5022323099677692,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
121,False,"{'a': 0.5, 'e': 0.5452463540625919}",25,13,13.063805569446135,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
122,False,"{'a': 0.5, 'e': 0.542520122292279}",25,18,8.257118860432517,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
123,False,"{'a': 0.5, 'e': 0.5398075216808176}",25,0,-104.38591600035257,"{0: 19, 1: 0, 2: 3, 3: 1, 4: 2}",0
124,False,"{'a': 0.5, 'e': 0.5371084840724134}",30,6,-95.4678464127982,"{0: 17, 1: 1, 2: 4, 3: 0, 4: 2}",1
125,False,"{'a': 0.5, 'e': 0.5344229416520514}",25,0,-69.68939549341503,"{0: 17, 1: 4, 2: 3, 3: 0, 4: 1}",0
126,False,"{'a': 0.5, 'e': 0.5317508269437912}",25,0,0.5770337106311902,"{0: 22, 1: 1, 2: 1, 3: 1, 4: 0}",0
127,False,"{'a': 0.5, 'e': 0.5290920728090721}",20,12,-9.18357897323347,"{0: 5, 1: 2, 2: 1, 3: 0, 4: 0}",1
128,False,"{'a': 0.5, 'e': 0.5264466124450268}",25,17,15.021152444285784,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
129,False,"{'a': 0.5, 'e': 0.5238143793828016}",30,3,-7.297632733137273,"{0: 22, 1: 2, 2: 3, 3: 0, 4: 0}",1
130,False,"{'a': 0.5, 'e': 0.5211953074858876}",20,0,-101.61173553705495,"{0: 11, 1: 2, 2: 5, 3: 1, 4: 1}",0
131,False,"{'a': 0.5, 'e': 0.5185893309484582}",20,11,-12.651429796452534,"{0: 6, 1: 1, 2: 2, 3: 0, 4: 0}",1
132,False,"{'a': 0.5, 'e': 0.515996384293716}",25,12,-15.045011648085588,"{0: 10, 1: 1, 2: 1, 3: 1, 4: 0}",1
133,False,"{'a': 0.5, 'e': 0.5134164023722474}",20,8,-25.815610834858926,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 1}",1
134,False,"{'a': 0.5, 'e': 0.5108493203603861}",20,0,-20.276451262883654,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
135,False,"{'a': 0.5, 'e': 0.5082950737585842}",25,10,-28.384835756674097,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
136,False,"{'a': 0.5, 'e': 0.5057535983897913}",30,0,-64.45477053980673,"{0: 23, 1: 2, 2: 4, 3: 0, 4: 1}",0
137,False,"{'a': 0.5, 'e': 0.5032248303978423}",25,19,3.5166692725133357,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
138,False,"{'a': 0.5, 'e': 0.5007087062458531}",30,0,-3.05298257811386,"{0: 26, 1: 1, 2: 3, 3: 0, 4: 0}",0
139,False,"{'a': 0.5, 'e': 0.4982051627146238}",25,13,5.1193678206691065,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
140,False,"{'a': 0.5, 'e': 0.4957141369010507}",30,0,-44.99400363684297,"{0: 22, 1: 2, 2: 5, 3: 1, 4: 0}",0
141,False,"{'a': 0.5, 'e': 0.4932355662165454}",30,21,-4.8520985137851715,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
142,False,"{'a': 0.5, 'e': 0.4907693883854627}",25,0,-59.9296833796239,"{0: 20, 1: 1, 2: 2, 3: 1, 4: 1}",0
143,False,"{'a': 0.5, 'e': 0.4883155414435354}",25,3,-65.81795582803055,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 2}",1
144,False,"{'a': 0.5, 'e': 0.4858739637363177}",20,15,7.030728016271964,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
145,False,"{'a': 0.5, 'e': 0.4834445939176361}",20,7,13.69323285381054,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
146,False,"{'a': 0.5, 'e': 0.4810273709480479}",30,20,-48.167076526302594,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 1}",1
147,False,"{'a': 0.5, 'e': 0.4786222340933077}",20,0,-120.66195349035522,"{0: 12, 1: 3, 2: 2, 3: 1, 4: 2}",0
148,False,"{'a': 0.5, 'e': 0.47622912292284114}",25,17,7.915700063376184,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
149,False,"{'a': 0.5, 'e': 0.4738479773082269}",25,4,19.446359501009923,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
150,False,"{'a': 0.5, 'e': 0.4714787374216858}",20,0,11.125276379179573,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
151,False,"{'a': 0.5, 'e': 0.46912134373457737}",20,11,1.1754497469926646,"{0: 7, 1: 2, 2: 0, 3: 0, 4: 0}",1
152,False,"{'a': 0.5, 'e': 0.46677573701590447}",20,5,-45.39752679390424,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 1}",1
153,False,"{'a': 0.5, 'e': 0.46444185833082496}",20,15,6.822635576091331,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
154,False,"{'a': 0.5, 'e': 0.46211964903917085}",20,0,-75.60761673849609,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 1}",0
155,False,"{'a': 0.5, 'e': 0.459809050793975}",20,8,-73.39259002911183,"{0: 7, 1: 1, 2: 2, 3: 1, 4: 1}",1
156,False,"{'a': 0.5, 'e': 0.4575100055400051}",20,6,-2.115726340860487,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
157,False,"{'a': 0.5, 'e': 0.45522245551230506}",20,6,8.829118759352951,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
158,False,"{'a': 0.5, 'e': 0.45294634323474353}",35,12,-56.6245395514182,"{0: 16, 1: 4, 2: 2, 3: 0, 4: 1}",1
159,False,"{'a': 0.5, 'e': 0.45068161151856984}",25,8,28.48476121675569,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
160,False,"{'a': 0.5, 'e': 0.44842820346097695}",30,0,-35.76107278864435,"{0: 25, 1: 1, 2: 3, 3: 0, 4: 1}",0
161,False,"{'a': 0.5, 'e': 0.4461860624436721}",20,0,-136.08309698387708,"{0: 11, 1: 2, 2: 4, 3: 1, 4: 2}",0
162,False,"{'a': 0.5, 'e': 0.4439551321314537}",25,0,-32.59110020298198,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
163,False,"{'a': 0.5, 'e': 0.4417353564707965}",20,6,-50.50741034284081,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 1}",1
164,False,"{'a': 0.5, 'e': 0.43952667968844245}",25,4,11.61385328480728,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 0}",1
165,False,"{'a': 0.5, 'e': 0.43732904629000025}",20,0,-52.84207662692404,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
166,False,"{'a': 0.5, 'e': 0.43514240105855023}",20,8,-32.04197973660654,"{0: 9, 1: 1, 2: 0, 3: 2, 4: 0}",1
167,False,"{'a': 0.5, 'e': 0.4329666890532575}",20,0,11.347220864551067,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
168,False,"{'a': 0.5, 'e': 0.4308018556079912}",20,7,-60.727062894347206,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 2}",1
169,False,"{'a': 0.5, 'e': 0.42864784632995123}",25,18,-9.726755014811165,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
170,False,"{'a': 0.5, 'e': 0.4265046070983015}",25,0,-58.37507718134231,"{0: 20, 1: 1, 2: 2, 3: 1, 4: 1}",0
171,False,"{'a': 0.5, 'e': 0.42437208406280996}",25,0,-81.9433065225169,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 2}",0
172,False,"{'a': 0.5, 'e': 0.4222502236424959}",20,0,-24.663791751200186,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
173,False,"{'a': 0.5, 'e': 0.42013897252428345}",25,20,8.83957790489355,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
174,False,"{'a': 0.5, 'e': 0.418038277661662}",20,0,-47.398228547392605,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
175,False,"{'a': 0.5, 'e': 0.4159480862733537}",25,0,-64.63549881482267,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
176,False,"{'a': 0.5, 'e': 0.41386834584198695}",25,20,6.074638761554752,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
177,False,"{'a': 0.5, 'e': 0.41179900411277703}",20,8,-31.008772253853145,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
178,False,"{'a': 0.5, 'e': 0.40974000909221314}",20,0,-127.91519911691533,"{0: 15, 1: 1, 2: 0, 3: 1, 4: 3}",0
179,False,"{'a': 0.5, 'e': 0.40769130904675205}",25,8,-6.738529734138023,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
180,False,"{'a': 0.5, 'e': 0.4056528525015183}",35,3,-45.09826000538349,"{0: 26, 1: 1, 2: 4, 3: 0, 4: 1}",1
181,False,"{'a': 0.5, 'e': 0.4036245882390107}",20,0,11.593160087498093,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
182,False,"{'a': 0.5, 'e': 0.40160646529781563}",25,0,-70.33402111303216,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 2}",0
183,False,"{'a': 0.5, 'e': 0.3995984329713266}",20,0,-22.413415926480234,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
184,False,"{'a': 0.5, 'e': 0.39760044080646995}",30,10,-37.76728474412319,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",1
